level,cluster_id,feature_name,mean,median,min,max,std,cluster_size
1,0,total_orders,52.707029702970296,48.0,4.0,99.0,21.014113835378506,20200
1,0,avg_days_between_orders,6.988266833383466,6.78404875463699,0.2346938775510204,27.0,2.6714357077692603,20200
1,0,avg_basket_size,13.613419759078951,12.405083655083654,1.808080808080808,58.5,6.2816229217077755,20200
1,0,reorder_rate,0.69810360670633,0.7094346762925011,0.2215189873417721,0.9793103448275862,0.1094569508275344,20200
1,0,total_products_purchased,647.8299504950495,574.0,48.0,3725.0,282.58298219415144,20200
1,1,total_orders,11.233297121129821,8.0,3.0,99.0,9.921700490477711,29456
1,1,avg_days_between_orders,15.46868816134822,14.954545454545457,0.0,30.0,6.849563204008222,29456
1,1,avg_basket_size,7.0689787936818,6.442222222222222,1.0,32.666666666666664,3.8582579420775627,29456
1,1,reorder_rate,0.4677751395137242,0.46180371352785143,0.0,0.9813084112149532,0.18825437424829414,29456
1,1,total_products_purchased,69.57115697990223,55.0,3.0,518.0,55.697729401923986,29456
1,2,total_orders,8.155434782608696,6.0,3.0,99.0,6.523847912171958,32200
1,2,avg_days_between_orders,17.17435715713558,17.0,0.0,30.0,7.04256126120326,32200
1,2,avg_basket_size,7.283593407851846,6.714285714285714,1.0,32.333333333333336,3.834818342029185,32200
1,2,reorder_rate,0.386788482061957,0.3777777777777777,0.0,0.9895287958115184,0.1808868462051434,32200
1,2,total_products_purchased,52.97450310559006,45.0,3.0,442.0,36.56331022016745,32200
1,3,total_orders,6.057841473109732,5.0,3.0,70.0,3.4026036980726975,46541
1,3,avg_days_between_orders,19.03956464029292,19.2,0.0,30.0,6.755193980397862,46541
1,3,avg_basket_size,10.292997468824154,9.5,1.0,41.66666666666666,4.932398194980697,46541
1,3,reorder_rate,0.22394696388992041,0.2162162162162162,0.0,0.9622641509433962,0.12475514303676961,46541
1,3,total_products_purchased,57.13317290131282,53.0,3.0,232.0,29.654847754905365,46541
1,4,total_orders,8.774677546722822,6.0,3.0,99.0,8.09100521282981,7598
1,4,avg_days_between_orders,18.537350075529464,18.545454545454547,0.0,30.0,7.186814175630482,7598
1,4,avg_basket_size,5.7365721372548,5.166666666666667,1.0,35.666666666666664,3.3967762818856015,7598
1,4,reorder_rate,0.28942351495742263,0.2666666666666666,0.0,0.9411764705882352,0.1893621756597546,7598
1,4,total_products_purchased,49.31679389312977,33.0,3.0,568.0,50.45345116066898,7598
1,5,total_orders,18.448058358929355,17.0,3.0,99.0,9.79029276454445,54696
1,5,avg_days_between_orders,12.996432029683842,12.470588235294118,0.6086956521739131,30.0,4.989808258648747,54696
1,5,avg_basket_size,13.488368833575267,12.333333333333334,1.7848101265822784,70.25,6.074749173269151,54696
1,5,reorder_rate,0.5194640287529247,0.5187165775401069,0.0267857142857142,0.931129476584022,0.13653619652089533,54696
1,5,total_products_purchased,212.69390814684803,195.0,32.0,626.0,86.87861680674243,54696
1,6,total_orders,12.827426214718392,8.0,3.0,99.0,12.473252339854708,15518
1,6,avg_days_between_orders,16.0252279117867,15.333333333333334,0.0,30.0,7.498340002412333,15518
1,6,avg_basket_size,4.766548047216712,4.0,1.0,32.25,3.1671790176095054,15518
1,6,reorder_rate,0.5003391885358588,0.5,0.0,0.9777777777777776,0.2169853173149257,15518
1,6,total_products_purchased,59.673089315633455,35.0,3.0,681.0,66.94016049525843,15518
