CustomerID,Recency,Frequency,Monetary,TotalItems,UniqueProducts,PurchaseSpan,AvgBasketSize,AvgOrderValue,AvgDaysBetweenOrders,StdDaysBetweenOrders,PreferredDayOfWeek,PreferredHour,AvgUnitPrice,ReturnRate,ExplorationTendency,Country_Belgium,Country_Finland,Country_France,Country_Germany,Country_Italy,Country_Norway,Country_Other,Country_Portugal,Country_Spain,Country_Switzerland,Country_United Kingdom,cluster
12346.0,2.33485828570337,-0.4246748734787591,8.359633912343535,14.445200876986236,-0.7086866317771008,-0.9878397815620285,55.78477160147072,42.739247409361965,-0.7491679765504399,-0.6023145685433231,-0.8366253796125535,-1.0754897239989574,-0.100143839256639,0.0,-1.0070063756479932,-0.0745787707562191,-0.0526619789839512,-0.1430418104906666,-0.1488075887473041,-0.0568945886675804,-0.0480624833940393,-0.1605251429309513,-0.0663185354795184,-0.0820276677899758,-0.0680492582713803,0.3265049123541326,4
12347.0,-0.9051993140053222,0.3540801914043862,0.251046357760132,0.2500060445625652,0.4863355698995001,1.7768096998744074,0.0715265755618973,0.1094956141366737,0.2059031001596788,-0.0222547436929947,-0.8366253796125535,0.6507841731365194,-0.0532475552122096,0.0,-0.668831722270399,-0.0745787707562191,-0.0526619789839512,-0.1430418104906666,-0.1488075887473041,-0.0568945886675804,-0.0480624833940393,6.229553711907562,-0.0663185354795184,-0.0820276677899758,-0.0680492582713803,-3.062741055838644,7
12348.0,-0.1751863362931786,-0.0352973410371864,-0.0285464503851357,0.2268607375487049,-0.4626526490789771,1.148135982177903,0.2481064228218332,0.0168487644622256,0.7388433142354908,1.5997259813003497,0.2471535492242489,2.808626544555865,0.0379957244440866,0.0,-0.9312492462851564,-0.0745787707562191,18.989031921963093,-0.1430418104906666,-0.1488075887473041,-0.0568945886675804,-0.0480624833940393,-0.1605251429309513,-0.0663185354795184,-0.0820276677899758,-0.0680492582713803,-3.062741055838644,8
12349.0,-0.7351962917983846,-0.4246748734787591,-0.0329627251408966,-0.1114168265000216,0.1348584517593233,-0.9878397815620285,0.2826142465197703,0.7452213186776049,-0.7491679765504399,-0.6023145685433231,-1.3785148440309547,-1.5070581982828264,0.1117955380990166,0.0,-0.0731753599134248,-0.0745787707562191,-0.0526619789839512,-0.1430418104906666,-0.1488075887473041,17.576363999091832,-0.0480624833940393,-0.1605251429309513,-0.0663185354795184,-0.0820276677899758,-0.0680492582713803,-3.062741055838644,12
12350.0,2.174855441273311,-0.4246748734787591,-0.191315494570503,-0.1972720679018622,-0.5212321687690065,-0.9878397815620285,-0.0447386602541031,-0.0471282506151983,-0.7491679765504399,-0.6023145685433231,-0.2947359151941523,1.5139211217042576,-0.0182461662835406,0.0,-0.3104756867022008,-0.0745787707562191,-0.0526619789839512,-0.1430418104906666,-0.1488075887473041,-0.0568945886675804,20.806249061279644,-0.1605251429309513,-0.0663185354795184,-0.0820276677899758,-0.0680492582713803,-3.062741055838644,11
12352.0,-0.5651932695914471,0.4838727022182438,0.0503211622851414,-0.1302100245027286,-0.0291642033727591,0.9814995750776244,-0.1427936784121758,-0.0589008899312903,-0.1657228199808804,1.423564794044217,-0.8366253796125535,0.6507841731365194,0.3352140089532742,0.0,-0.118502278355217,-0.0745787707562191,-0.0526619789839512,-0.1430418104906666,-0.1488075887473041,-0.0568945886675804,20.806249061279644,-0.1605251429309513,-0.0663185354795184,-0.0820276677899758,-0.0680492582713803,-3.062741055838644,11
12353.0,1.1148365969241711,-0.4246748734787591,-0.2186209575350714,-0.2322867631279584,-0.6735389199630831,-0.9878397815620285,-0.1782443388231713,-0.183756564077907,-0.7491679765504399,-0.6023145685433231,0.2471535492242489,1.9454895959881269,0.0470638742698698,0.0,0.6074492555428115,-0.0745787707562191,-0.0526619789839512,-0.1430418104906666,-0.1488075887473041,-0.0568945886675804,-0.0480624833940393,6.229553711907562,-0.0663185354795184,-0.0820276677899758,-0.0680492582713803,-3.062741055838644,7
12354.0,1.394841574676774,-0.4246748734787591,-0.1084199366707337,-0.1313969633239522,-0.0408801073107649,-0.9878397815620285,0.2064330401046523,0.3676561565963665,-0.7491679765504399,-0.6023145685433231,0.2471535492242489,0.2192156988526502,0.0011266796882489,0.0,-0.1236742496685123,-0.0745787707562191,-0.0526619789839512,-0.1430418104906666,-0.1488075887473041,-0.0568945886675804,-0.0480624833940393,-0.1605251429309513,-0.0663185354795184,12.191008557751584,-0.0680492582713803,-3.062741055838644,0
12355.0,1.214838374692958,-0.4246748734787591,-0.1774068439161793,-0.1887656730164263,-0.56809578452103,-0.9878397815620285,-0.0123050773248944,0.0224664485813729,-0.7491679765504399,-0.6023145685433231,-1.3785148440309547,0.2192156988526502,-0.0076428346375066,0.0,-0.5698372914771587,-0.0745787707562191,-0.0526619789839512,-0.1430418104906666,-0.1488075887473041,-0.0568945886675804,-0.0480624833940393,6.229553711907562,-0.0663185354795184,-0.0820276677899758,-0.0680492582713803,-3.062741055838644,7
12356.0,-0.69519558069087,-0.165089851851044,0.0843016648717328,0.0784933848957547,-0.0994596270007944,1.2996236249963378,0.2066844632281346,0.2884536771933778,1.641148033116321,2.549582135899245,-0.8366253796125535,-1.5070581982828264,-0.0369574808779503,0.0,-0.7381902190863895,-0.0745787707562191,-0.0526619789839512,-0.1430418104906666,-0.1488075887473041,-0.0568945886675804,-0.0480624833940393,-0.1605251429309513,15.078740698501038,-0.0820276677899758,-0.0680492582713803,-3.062741055838644,3
