CustomerID,Recency,Frequency,Monetary,TotalItems,UniqueProducts,PurchaseSpan,AvgBasketSize,AvgOrderValue,AvgDaysBetweenOrders,StdDaysBetweenOrders,PreferredDayOfWeek,PreferredHour,AvgUnitPrice,ReturnRate,ExplorationTendency,Country_Belgium,Country_Finland,Country_France,Country_Germany,Country_Italy,Country_Norway,Country_Other,Country_Portugal,Country_Spain,Country_Switzerland,Country_United Kingdom
12346.0,2.33485828570337,-0.4246748734787591,8.359633912343535,14.445200876986235,-0.7086866317771008,-0.9878397815620285,55.784771601470716,42.739247409361965,-0.7491679765504399,-0.6023145685433231,-0.8366253796125535,-1.0754897239989574,-0.10014383925663906,0.0,-1.0070063756479932,-0.07457877075621919,-0.052661978983951266,-0.14304181049066664,-0.14880758874730418,-0.056894588667580494,-0.048062483394039374,-0.16052514293095135,-0.06631853547951845,-0.08202766778997586,-0.0680492582713803,0.32650491235413265
12347.0,-0.9051993140053222,0.35408019140438624,0.251046357760132,0.25000604456256525,0.4863355698995001,1.7768096998744074,0.07152657556189737,0.10949561413667379,0.2059031001596788,-0.02225474369299477,-0.8366253796125535,0.6507841731365194,-0.05324755521220967,0.0,-0.668831722270399,-0.07457877075621919,-0.052661978983951266,-0.14304181049066664,-0.14880758874730418,-0.056894588667580494,-0.048062483394039374,6.229553711907562,-0.06631853547951845,-0.08202766778997586,-0.0680492582713803,-3.062741055838644
12348.0,-0.1751863362931786,-0.03529734103718643,-0.028546450385135785,0.22686073754870498,-0.4626526490789771,1.148135982177903,0.24810642282183323,0.016848764462225687,0.7388433142354908,1.5997259813003497,0.2471535492242489,2.808626544555865,0.037995724444086616,0.0,-0.9312492462851565,-0.07457877075621919,18.989031921963093,-0.14304181049066664,-0.14880758874730418,-0.056894588667580494,-0.048062483394039374,-0.16052514293095135,-0.06631853547951845,-0.08202766778997586,-0.0680492582713803,-3.062741055838644
12349.0,-0.7351962917983846,-0.4246748734787591,-0.03296272514089666,-0.11141682650002162,0.13485845175932337,-0.9878397815620285,0.28261424651977035,0.7452213186776049,-0.7491679765504399,-0.6023145685433231,-1.3785148440309547,-1.5070581982828264,0.1117955380990166,0.0,-0.07317535991342486,-0.07457877075621919,-0.052661978983951266,-0.14304181049066664,-0.14880758874730418,17.576363999091832,-0.048062483394039374,-0.16052514293095135,-0.06631853547951845,-0.08202766778997586,-0.0680492582713803,-3.062741055838644
12350.0,2.174855441273311,-0.4246748734787591,-0.19131549457050306,-0.1972720679018622,-0.5212321687690065,-0.9878397815620285,-0.04473866025410315,-0.04712825061519837,-0.7491679765504399,-0.6023145685433231,-0.2947359151941523,1.5139211217042576,-0.018246166283540678,0.0,-0.3104756867022008,-0.07457877075621919,-0.052661978983951266,-0.14304181049066664,-0.14880758874730418,-0.056894588667580494,20.806249061279644,-0.16052514293095135,-0.06631853547951845,-0.08202766778997586,-0.0680492582713803,-3.062741055838644
12352.0,-0.5651932695914471,0.4838727022182438,0.050321162285141434,-0.13021002450272864,-0.029164203372759104,0.9814995750776245,-0.14279367841217586,-0.058900889931290355,-0.16572281998088045,1.423564794044217,-0.8366253796125535,0.6507841731365194,0.33521400895327425,0.0,-0.11850227835521707,-0.07457877075621919,-0.052661978983951266,-0.14304181049066664,-0.14880758874730418,-0.056894588667580494,20.806249061279644,-0.16052514293095135,-0.06631853547951845,-0.08202766778997586,-0.0680492582713803,-3.062741055838644
12353.0,1.1148365969241711,-0.4246748734787591,-0.2186209575350714,-0.23228676312795843,-0.6735389199630831,-0.9878397815620285,-0.17824433882317137,-0.18375656407790708,-0.7491679765504399,-0.6023145685433231,0.2471535492242489,1.9454895959881269,0.04706387426986988,0.0,0.6074492555428115,-0.07457877075621919,-0.052661978983951266,-0.14304181049066664,-0.14880758874730418,-0.056894588667580494,-0.048062483394039374,6.229553711907562,-0.06631853547951845,-0.08202766778997586,-0.0680492582713803,-3.062741055838644
12354.0,1.394841574676774,-0.4246748734787591,-0.1084199366707337,-0.13139696332395226,-0.040880107310764996,-0.9878397815620285,0.20643304010465233,0.3676561565963665,-0.7491679765504399,-0.6023145685433231,0.2471535492242489,0.2192156988526502,0.0011266796882489888,0.0,-0.1236742496685123,-0.07457877075621919,-0.052661978983951266,-0.14304181049066664,-0.14880758874730418,-0.056894588667580494,-0.048062483394039374,-0.16052514293095135,-0.06631853547951845,12.191008557751585,-0.0680492582713803,-3.062741055838644
12355.0,1.2148383746929579,-0.4246748734787591,-0.17740684391617936,-0.18876567301642636,-0.56809578452103,-0.9878397815620285,-0.012305077324894484,0.022466448581372908,-0.7491679765504399,-0.6023145685433231,-1.3785148440309547,0.2192156988526502,-0.007642834637506617,0.0,-0.5698372914771587,-0.07457877075621919,-0.052661978983951266,-0.14304181049066664,-0.14880758874730418,-0.056894588667580494,-0.048062483394039374,6.229553711907562,-0.06631853547951845,-0.08202766778997586,-0.0680492582713803,-3.062741055838644
12356.0,-0.69519558069087,-0.165089851851044,0.0843016648717328,0.07849338489575472,-0.09945962700079444,1.2996236249963378,0.2066844632281346,0.28845367719337783,1.641148033116321,2.549582135899245,-0.8366253796125535,-1.5070581982828264,-0.036957480877950366,0.0,-0.7381902190863895,-0.07457877075621919,-0.052661978983951266,-0.14304181049066664,-0.14880758874730418,-0.056894588667580494,-0.048062483394039374,-0.16052514293095135,15.078740698501038,-0.08202766778997586,-0.0680492582713803,-3.062741055838644
12357.0,-0.5951938029220831,-0.4246748734787591,0.462198590457656,0.2994618287802153,0.8143808801636652,-0.9878397815620285,1.8492317289375935,3.2228594209867714,-0.7491679765504399,-0.6023145685433231,1.8728219424794523,1.5139211217042576,-0.03264680884839432,0.0,-0.616590895222497,-0.07457877075621919,-0.052661978983951266,-0.14304181049066664,-0.14880758874730418,-0.056894588667580494,-0.048062483394039374,-0.16052514293095135,-0.06631853547951845,-0.08202766778997586,14.695237323704573,-3.062741055838644
12358.0,-0.9051993140053222,-0.29488236266490153,-0.09855480893463499,-0.18718308792146157,-0.56809578452103,0.14074315743531116,-0.0998003242967132,0.09185514746832232,1.609488218418748,-0.6023145685433231,-0.8366253796125535,-1.0754897239989574,0.1113619384490909,0.0,-0.583943028906891,-0.07457877075621919,-0.052661978983951266,-0.14304181049066664,-0.14880758874730418,-0.056894588667580494,-0.048062483394039374,6.229553711907562,-0.06631853547951845,-0.08202766778997586,-0.0680492582713803,-3.062741055838644
12359.0,-0.3451893585001161,-0.03529734103718643,0.48054799509289214,0.08462590213874334,1.786800907018154,1.087540925050529,0.11252650348403655,0.6536875865063065,0.6913535921891313,1.1847413620324097,0.2471535492242489,-0.21235277543121897,0.12148353442358749,0.0,0.05797974083713705,-0.07457877075621919,-0.052661978983951266,-0.14304181049066664,-0.14880758874730418,-0.056894588667580494,-0.048062483394039374,6.229553711907562,-0.06631853547951845,-0.08202766778997586,-0.0680492582713803,-3.062741055838644
